Locations correspond to U00096.2 reference genome,,,,,,,,,,,,,,
NUM,Operon,Promoters,Terminators,TU count,TU,STRAND,GENE CNT,RegulonDB operon,Operon mismatches,GENES,WT_LOG,WT_STAT,WT_LOG,WT_STAT
243,T-410492:P-416199,3,1,3,T-410492:P-416199,-,3,sbcDC:araJ,1,sbcD-sbcC-araJ,4.2,1.4,92.4,22.9
244,P-415428:T-418487,2,1,2,P-415428:T-418487,+,2,phoBR,0,phoB-phoR,5,3.8,99.8,64.2
245,,,,,S-416326:T-418487,+,2,,,phoB-phoR,4.9,3.8,99.8,65
246,P-418644:T-421621,2,1,2,P-418644:T-421621,+,2,brnQ-proY,0,brnQ-proY,5.6,2.1,96.5,37.6
247,,,,,I-419921:T-421621,+,1,,,proY,6.2,2.2,100,37.9
248,P-421711:T-423661,1,1,1,P-421711:T-423661,+,1,malZ,0,malZ,5,0.9,95.9,18.4
249,T-423232:P-424351,1,1,1,T-423232:P-424351,-,1,acpH,0,acpH,3.4,2.7,93,47.9
250,,,,,P-424210:T-426981,+,3,,,queA-tgt-yajC,8.9,3.1,99.6,38.9
251,,,,,P-424210:T-429744,+,5,,,queA-tgt-yajC-secD-secF,9.4,4.7,99.8,66.4
252,P-424210:T-430325,5,3,15,P-424210:T-430325,+,6,queA:tgt-yajC-secDF:yajD,2,queA-tgt-yajC-secD-secF-yajD,9.2,4.8,99.8,68.8
253,,,,,I-425280:T-426981,+,2,,,tgt-yajC,10.5,4.8,100,60.5
254,,,,,I-425280:T-429744,+,4,,,tgt-yajC-secD-secF,10.2,5.8,100,81.2
255,,,,,I-425280:T-430325,+,5,,,tgt-yajC-secD-secF-yajD,9.8,5.7,100,82.5
256,,,,,I-425679:T-426981,+,1,,,yajC,11,6.3,100,79
257,,,,,I-425679:T-429744,+,3,,,yajC-secD-secF,10.4,6.4,100,89.2
258,,,,,I-425679:T-430325,+,4,,,yajC-secD-secF-yajD,9.9,6.2,100,89.6
259,,,,,I-426001:T-426981,+,1,,,yajC,11.4,8,100,97.5
260,,,,,I-426001:T-429744,+,3,,,yajC-secD-secF,10.4,6.8,100,94.9
261,,,,,I-426001:T-430325,+,4,,,yajC-secD-secF-yajD,9.8,6.6,100,94.5
262,,,,,I-426340:T-426981,+,1,,,yajC,11.7,9.1,100,100
263,,,,,I-426340:T-429744,+,3,,,yajC-secD-secF,10.3,6.9,100,95.1
264,,,,,I-426340:T-430325,+,4,,,yajC-secD-secF-yajD,9.8,6.7,100,94.7
265,,,,,T-430188:S-431315,-,1,,,tsx,9,7.3,100,91.2
266,T-430188:P-431408,2,2,4,T-430188:P-431408,-,1,tsx,0,tsx,8.9,7,100,88.2
267,,,,,T-430341:S-431315,-,1,,,tsx,9.4,8,100,99.1
268,,,,,T-430341:P-431408,-,1,,,tsx,9.3,7.6,100,94.9
269,T-431533:P-432099,1,1,1,T-431533:P-432099,-,1,yajI,0,yajI,2.9,6.7,88.2,98.2
270,,,,,P-432200:T-434803,+,4,,,nrdR-ribD-ribE-nusB,7.9,4.5,100,75.1
271,P-432200:T-436345,1,2,2,P-432200:T-436345,+,6,nrdR-ribDE-nusB-thiL-pgpA,0,nrdR-ribD-ribE-nusB-thiL-pgpA,7.5,3.9,100,65.1
272,,,,,T-435919:S-437388,-,1,,,yajO,5.8,8.4,98.3,90.4
273,,,,,T-435919:S-437530,-,1,,,yajO,5.6,8.2,96.8,90.6
274,T-435919:P-440769,3,1,3,T-435919:P-440769,-,4,xseB-ispA-dxs-yajO,0,xseB-ispA-dxs-yajO,6.7,5.2,98.9,70.9
275,AS-437387:T-437951,1,1,1,AS-437387:T-437951,+,,,,,4.3,6.1,98.1,80.5
276,,,,,P-440694:T-442238,+,1,,,thiI,7.3,0.9,100,17.2
277,P-440694:T-442413,1,2,2,P-440694:T-442413,+,1,thiI,0,thiI,7,0.9,100,18.2
278,T-442248:P-443783,1,1,1,T-442248:P-443783,-,2,panE-yajL,0,panE-yajL,6.6,7.5,100,98.4
279,P-443641:T-444835,4,1,4,P-443641:T-444835,+,1,yajQ,0,yajQ,7.1,6.9,88.1,71.2
280,,,,,S-443795:T-444835,+,1,,,yajQ,8.1,7.3,98.9,71.3
281,,,,,S-443828:T-444835,+,1,,,yajQ,8.3,7.2,99,70.3
282,,,,,S-443883:T-444835,+,1,,,yajQ,8.3,7,99,68.6
283,T-444482:P-450876,1,2,2,T-444482:P-450876,-,6,cyoABCDE:yajR,1,cyoA-cyoB-cyoC-cyoD-cyoE-yajR,9.5,6.5,99,75.5
284,,,,,T-446021:P-450876,-,5,,,cyoA-cyoB-cyoC-cyoD-cyoE,11,8.5,100,99.2
285,T-451277:P-453432,1,1,1,T-451277:P-453432,-,2,yajG:ampG,1,yajG-ampG,5.8,0.6,99.9,10.2
286,P-453576:T-454091,2,1,2,P-453576:T-454091,+,1,bolA,0,bolA,8.3,13.8,95.2,100
287,,,,,S-453658:T-454091,+,1,,,bolA,8.5,14.8,94.2,100
288,P-454218:T-455714,1,1,1,P-454218:T-455714,+,1,tig,0,tig,12.3,7.7,99.7,97.4
289,,,,,P-455802:T-457972,+,2,,,clpP-clpX,10.1,10.9,100,100
290,,,,,P-455802:T-460520,+,3,,,clpP-clpX-lon,10.1,9.4,99.8,99.8
291,P-455802:T-463059,4,3,9,P-455802:T-463059,+,5,ppiD:hupB:clpPX-lon,2,clpP-clpX-lon-hupB-ppiD,10,8.5,99.9,96.2
292,,,,,S-456561:T-457972,+,1,,,clpX,10.3,11.3,100,100
293,,,,,S-456561:T-460520,+,2,,,clpX-lon,10.1,9.3,99.8,99.8
294,,,,,S-456561:T-463059,+,4,,,clpX-lon-hupB-ppiD,10,8.4,99.9,95.8
295,,,,,S-458038:T-460520,+,1,,,lon,10.2,8.3,100,99.7
296,,,,,S-458038:T-463059,+,3,,,lon-hupB-ppiD,10,7.6,100,94.5
297,,,,,S-460556:T-463059,+,2,,,hupB-ppiD,9.9,7,100,90.7
298,,,,,P-463573:T-464041,+,1,,,fadM,3.5,8.5,78.3,98.3
299,P-463573:T-464253,1,2,2,P-463573:T-464253,+,1,fadM,0,fadM,2.4,7.2,53.9,91
300,,,,,T-464059:S-464784,-,1,,,queC,5.9,5.2,100,81.5
301,T-464059:P-466571,2,1,2,T-464059:P-466571,-,2,ybaE:queC,1,ybaE-queC,2.1,5.4,42.3,85
302,T-473514:P-474424,1,1,1,T-473514:P-474424,-,1,tesB,0,tesB,5.7,7.5,99.5,99.5
303,P-474531:T-475188,1,1,1,P-474531:T-475188,+,1,ybaY,0,ybaY,7.3,10.3,95.9,100
304,P-475647:T-475790,1,1,1,P-475647:T-475790,+,1,ffs,0,ffs,4,7.5,79.2,81.9
305,P-475841:T-476255,1,1,1,P-475841:T-476255,+,1,ybaA,0,ybaA,1.9,7.5,56.4,98.8
306,T-476120:P-477865,1,1,1,T-476120:P-477865,-,1,ylaB,0,ylaB,2.6,4.5,79.6,70.4
307,,,,,T-477987:S-478511,-,1,,,ylaC,3.5,3,100,55
308,,,,,T-477987:S-479167,-,2,,,maa-ylaC,4.4,4.3,100,64
309,,,,,T-477987:I-479649,-,3,,,hha-maa-ylaC,5.2,5.9,100,74.4
310,,,,,T-477987:I-479724,-,3,,,hha-maa-ylaC,5.3,6.2,100,75.5
311,,,,,T-477987:S-480018,-,4,,,tomB-hha-maa-ylaC,5.3,6.7,100,79.1
312,T-477987:P-480104,6,1,6,T-477987:P-480104,-,4,maa:tomB-hha:ylaC,2,tomB-hha-maa-ylaC,5.2,6.7,98.3,79.9
313,T-480453:P-485309,1,1,1,T-480453:P-485309,-,2,acrAB,0,acrA-acrB,8.4,7.9,99.2,98.7
314,P-484951:T-485708,1,1,1,P-484951:T-485708,+,1,acrR,0,acrR,4.9,2.4,84,41.6
315,P-485715:T-489405,1,1,1,P-485715:T-489405,+,1,,,kefA,6.7,0.9,99.1,16.4
316,,,,,T-489135:I-489256,-,,,,,3,6.8,77.9,98.4
317,T-489135:P-490111,2,2,4,T-489135:P-490111,-,2,priC-ybaM,0,priC-ybaM,4.8,3.7,92.6,62
318,,,,,T-489205:I-489256,-,,,,,6.3,7.8,100,100
319,,,,,T-489205:P-490111,-,2,,,priC-ybaM,5.1,3.5,95,59.3
320,,,,,P-490084:T-491205,+,2,,,ybaN-apt,6.8,1,90.8,19.1
321,,,,,P-490084:T-496228,+,6,,,ybaN-apt-dnaX-ybaB-recR-htpG,8.1,3,98.3,49.5
322,,,,,P-490084:T-497150,+,7,,,ybaN-apt-dnaX-ybaB-recR-htpG-adk,8.2,3.2,98.5,52.7
323,P-490084:T-498459,7,4,20,P-490084:T-498459,+,8,htpG:dnaX:ybaN:ybaB-recR:apt:hemH:adk,6,ybaN-apt-dnaX-ybaB-recR-htpG-adk-hemH,7.6,3.6,97.3,57.6
324,,,,,S-490535:T-491205,+,1,,,apt,8.6,1.4,100,26.5
325,,,,,S-490535:T-496228,+,5,,,apt-dnaX-ybaB-recR-htpG,8.4,3.2,99.9,52.8
326,,,,,S-490535:T-497150,+,6,,,apt-dnaX-ybaB-recR-htpG-adk,8.5,3.4,100,55.8
327,,,,,S-490535:T-498459,+,7,,,apt-dnaX-ybaB-recR-htpG-adk-hemH,7.8,3.7,98.5,60.4
328,,,,,S-491281:T-496228,+,4,,,dnaX-ybaB-recR-htpG,8.4,3.5,99.9,57.1
329,,,,,S-491281:T-497150,+,5,,,dnaX-ybaB-recR-htpG-adk,8.5,3.7,99.9,59.8
330,,,,,S-491281:T-498459,+,6,,,dnaX-ybaB-recR-htpG-adk-hemH,7.8,4,98.3,64.2
331,,,,,I-493102:T-496228,+,3,,,ybaB-recR-htpG,9.5,5,99.9,79.7
332,,,,,I-493102:T-497150,+,4,,,ybaB-recR-htpG-adk,9.5,4.9,99.9,78.5
333,,,,,I-493102:T-498459,+,5,,,ybaB-recR-htpG-adk-hemH,8.2,5,97.7,79.7
334,,,,,I-494301:T-496228,+,1,,,htpG,9.8,4.9,100,83.2
335,,,,,I-494301:T-497150,+,2,,,htpG-adk,9.7,4.8,100,80.4
336,,,,,I-494301:T-498459,+,3,,,htpG-adk-hemH,8,5,97.2,81.4
337,,,,,S-496358:T-497150,+,1,,,adk,9.9,5.3,100,86.5
338,,,,,S-496358:T-498459,+,2,,,adk-hemH,6.4,5.4,94.4,84.7
339,,,,,S-497256:T-498459,+,1,,,hemH,4.5,5.8,90.2,88.1
340,P-499322:T-500984,1,1,1,P-499322:T-500984,+,1,gsk,0,gsk,6.7,0.2,98.9,2.9
341,T-500739:P-502518,1,1,1,T-500739:P-502518,-,1,ybaL,0,ybaL,6.1,7.4,99.2,99.1
342,P-504108:T-505991,1,1,1,P-504108:T-505991,+,1,ushA,0,ushA,7.2,8,99.9,97.6
343,T-505833:P-507320,1,1,1,T-505833:P-507320,-,1,ybaP,0,ybaP,3.7,2.1,87.8,34.3
344,P-506429:T-506510,1,1,1,P-506429:T-506510,+,1,,,chiX,1.5,7.1,45.1,100
345,P-507407:T-507816,1,1,1,P-507407:T-507816,+,1,ybaQ,0,ybaQ,6,7.1,100,99.8
346,T-507984:P-510635,1,1,1,T-507984:P-510635,-,1,copA,0,copA,7.4,4.6,100,74.2
347,P-510798:T-513782,3,1,3,P-510798:T-513782,+,3,cueR:ybaST,1,ybaS-ybaT-cueR,3.9,6.7,79,93.3
348,,,,,I-512926:T-513782,+,1,,,cueR,4.8,5.7,92.5,83.3
349,,,,,I-512964:T-513782,+,1,,,cueR,4.8,5.6,92.2,82.5
350,T-513453:P-515048,1,1,1,T-513453:P-515048,-,2,qmcA-ybbJ,0,qmcA-ybbJ,5.4,8.5,97.1,96.5
351,P-515117:T-516599,1,1,1,P-515117:T-516599,+,2,ybbLM,0,ybbL-ybbM,5.7,5.2,99.9,78.9
352,T-516611:P-519178,1,1,1,T-516611:P-519178,-,3,ybbN:tesA-ybbO,1,tesA-ybbO-ybbN,6.1,2.4,93,39.8
353,P-518389:T-522176,2,1,2,P-518389:T-522176,+,2,ybbAP,0,ybbA-ybbP,3.5,1.5,82.5,27.9
354,,,,,S-518614:T-522176,+,2,,,ybbA-ybbP,3.5,1.3,81.4,23.4
355,T-530376:P-531501,1,1,1,T-530376:P-531501,-,1,allS,0,allS,1.3,6.8,43.1,99.2
356,,,,,P-531627:T-536713,+,5,,,allA-allR-gcl-hyi-glxR,2.7,11.5,55.4,100
357,,,,,P-531627:T-539744,+,7,,,allA-allR-gcl-hyi-glxR-ybbW-allB,1.8,10.6,38.7,100
358,P-531627:T-539908,1,3,3,P-531627:T-539908,+,7,gcl-hyi-glxR-ybbW-allB-ybbY-glxK:allA:allR,2,allA-allR-gcl-hyi-glxR-ybbW-allB,1.8,10.5,38.8,100
359,T-542450:I-544089,1,1,1,T-542450:I-544089,-,1,,,ylbA,3.8,5.3,81.3,83.1
360,,,,,T-550616:S-552365,-,2,,,purE-purK,8.2,0.3,100,5.5
361,T-550616:P-553780,2,2,3,T-550616:P-553780,-,4,ppiB-lpxH:purEK,1,ppiB-lpxH-purE-purK,8.4,2.4,100,27.4
362,,,,,T-553105:P-553780,-,1,,,ppiB,10.4,9.6,100,100
363,P-553801:T-555234,1,1,1,P-553801:T-555234,+,1,cysS,0,cysS,8.2,3.8,100,65.8
364,T-555863:P-557003,1,1,1,T-555863:P-557003,-,2,folD-ybcJ,0,folD-ybcJ,6.6,2.8,100,50.2
365,T-563889:P-565303,1,1,1,T-563889:P-565303,-,2,intD,0,xisD-intD,4.8,5.9,94.9,84.9
366,T-574843:P-576093,1,1,1,T-574843:P-576093,-,,,,,11.3,9,100,96
367,P-576082:T-576482,1,1,1,P-576082:T-576482,+,,,,,1.7,9.2,46.1,100
368,T-576894:AS-577166,1,1,1,T-576894:AS-577166,-,,,,,2.2,5.6,68.9,90.8
369,T-577581:P-578143,1,1,1,T-577581:P-578143,-,1,borD,0,borD,7.2,1.5,98,24.9
370,,,,,T-581394:I-581992,-,1,,,ybcY,1.9,5.9,52.3,87.8
371,T-581394:P-582039,2,1,2,T-581394:P-582039,-,,,,,2.1,5.8,55.7,86.7
372,P-582820:T-583829,1,1,1,P-582820:T-583829,+,1,appY,0,appY,3.8,6.6,82.1,96.9
373,T-583705:P-584886,1,1,1,T-583705:P-584886,-,1,envY-ompT,0,ompT,10.4,7.8,100,89.3
374,T-592452:P-594683,1,1,1,T-592452:P-594683,-,2,cusRS,0,cusR-cusS,3.8,1.3,91.9,24.1
375,P-601153:T-602610,1,1,1,P-601153:T-602610,+,1,pheP,0,pheP,6.8,1.4,100,20.2
376,,,,,T-602284:S-603907,-,1,,,mscM,5.6,0.8,98.5,15.8
377,,,,,T-602284:S-604675,-,2,,,nfsB-mscM,6.1,2.3,99,36.3
378,,,,,T-602284:S-605424,-,4,,,ybdJ-ybdF-nfsB-mscM,5.6,3.1,97.9,49.4
379,T-602284:P-606630,4,2,6,T-602284:P-606630,-,5,ybdK:nfsB:psd-mscM:ybdJ:ybdF,4,ybdK-ybdJ-ybdF-nfsB-mscM,4.7,4.7,92.2,63.5
380,,,,,T-605339:S-605424,-,,,,,3.2,7,100,100
381,,,,,T-605339:P-606630,-,1,,,ybdK,2.4,8.5,78.9,100
382,T-608532:P-611861,1,1,1,T-608532:P-611861,-,2,fepA-entD,0,fepA-entD,2.5,0.4,69.8,6.5
383,P-629080:T-631902,1,1,1,P-629080:T-631902,+,2,cstA:ybdD,1,cstA-ybdD,8.1,11.4,100,100
384,T-631380:P-632745,1,1,1,T-631380:P-632745,-,1,ybdH,0,ybdH,5.8,1.8,100,31.9
385,P-632781:T-634217,1,1,1,P-632781:T-634217,+,1,ybdL,0,ybdL,6.2,1.2,99.1,23.2
386,T-637017:P-638003,1,1,1,T-637017:P-638003,-,1,dsbG,0,dsbG,4.2,5,97.1,75.9
387,,,,,P-637853:T-638894,+,1,,,ahpC,10.8,9.9,100,99.6
388,P-637853:T-640577,3,2,6,P-637853:T-640577,+,2,ahpCF,0,ahpC-ahpF,9.5,7.8,99.4,98.3
389,,,,,S-637914:T-638894,+,1,,,ahpC,11.3,10.2,100,100
390,,,,,S-637914:T-640577,+,2,,,ahpC-ahpF,9.6,7.8,99.4,98.5
391,,,,,S-638105:T-638894,+,1,,,ahpC,11.5,10.5,100,100
392,,,,,S-638105:T-640577,+,2,,,ahpC-ahpF,9.6,7.8,99.3,98.3
393,T-640611:P-641125,1,1,1,T-640611:P-641125,-,1,uspG,0,uspG,4.6,10.8,98.8,100
394,P-641148:T-642719,1,1,1,P-641148:T-642719,+,1,ybdR,0,ybdR,1.9,4.5,57.8,79
395,,,,,T-642747:S-644256,-,2,,,rna-rnk,5.8,6.7,98.1,94.5
396,T-642747:P-644493,2,1,2,T-642747:P-644493,-,2,rna:rnk,1,rna-rnk,5.1,5.9,91.2,84.7
397,P-656439:T-656765,2,1,2,P-656439:T-656765,+,1,cspE,0,cspE,10.4,12.3,100,99.7
398,,,,,S-656473:T-656765,+,1,,,cspE,10.7,13,100,99.7
399,T-656764:P-657220,1,1,1,T-656764:P-657220,-,1,crcB,0,crcB,4.8,6.3,86.9,87.7
400,,,,,P-657188:T-658039,+,,,,,5.1,7.9,100,99.2
401,P-657188:T-658419,2,2,3,P-657188:T-658419,+,2,tatE,0,ybeM-tatE,6,8,100,99.4
402,,,,,S-658097:T-658419,+,1,,,tatE,8.3,8.3,100,100
403,T-658442:P-659513,1,1,1,T-658442:P-659513,-,1,lipA,0,lipA,7.1,7.7,100,98
404,T-660821:P-661534,1,1,1,T-660821:P-661534,-,1,ybeD-lipB,0,lipB,4.9,1.2,97.5,23.8
405,,,,,T-661571:S-664554,-,3,,,rlpA-dacA-ybeD,7.5,4.7,100,75.9
406,,,,,T-661571:S-668294,-,7,,,ybeB-rlmH-mrdA-mrdB-rlpA-dacA-ybeD,7.1,2.7,99.9,43.7
407,,,,,T-661571:S-674067,-,12,,,leuS-lptE-holA-nadD-cobC-ybeB-rlmH-mrdA-mrdB-rlpA-dacA-ybeD,7.4,4.3,99.8,59.2
408,T-661571:P-674198,4,1,4,T-661571:P-674198,-,12,ybeD-lipB:dacA:leuS-lptE-holA-nadD-cobC:rsfS-rlmH-mrdAB-rlpA,3,leuS-lptE-holA-nadD-cobC-ybeB-rlmH-mrdA-mrdB-rlpA-dacA-ybeD,7.3,4.4,99.7,59.6
409,P-674217:T-675113,1,1,1,P-674217:T-675113,+,1,ybeL,0,ybeL,6.4,11,100,100
410,T-682657:P-687109,1,2,2,T-682657:P-687109,-,5,rihA:gltI-sroC-gltJKL,1,gltI-gltJ-gltK-gltL-rihA,6.7,7.7,98.5,94.9
411,,,,,T-685952:P-687109,-,1,,,gltI,8.7,11.2,100,100
412,,,,,T-688282:S-694214,-,5,,,miaB-ybeZ-ybeY-ybeX-lnt,7.6,6,100,78.3
413,T-688282:P-694241,2,1,2,T-688282:P-694241,-,5,ybeZYX-lnt:miaB,1,miaB-ybeZ-ybeY-ybeX-lnt,7.6,5.9,99.5,78
414,P-694236:T-695627,1,1,1,P-694236:T-695627,+,1,ubiF,0,ubiF,6.2,7,94.3,94.3
415,T-695640:P-698444,1,1,1,T-695640:P-698444,-,8,metT-leuW-glnUW-metU-glnVX:asnB,1,asnB-metT-leuW-glnU-glnW-metU-glnV-glnX,7.8,4.8,99.8,73.4
416,,,,,T-698677:S-701230,-,2,,,nagC-nagD,6.8,6.4,100,91.3
417,T-698677:P-702928,2,1,2,T-698677:P-702928,-,4,nagBACD,0,nagB-nagA-nagC-nagD,6.4,7.2,99.8,94.4
418,P-703064:T-705148,1,1,1,P-703064:T-705148,+,1,nagE,0,nagE,8.1,9,99.9,100
419,P-705287:T-707123,1,1,1,P-705287:T-707123,+,1,glnS,0,glnS,8.9,5,100,81.2
420,,,,,T-709398:S-710051,-,2,,,uof-fur,9.9,10.8,100,99.5
421,,,,,T-709398:S-710744,-,3,,,fldA-uof-fur,9.1,9.9,100,99.7
422,T-709398:P-711173,3,1,3,T-709398:P-711173,-,4,ybfE:fldA-uof-fur,1,ybfE-fldA-uof-fur,7.9,7.5,98.9,75.6
423,T-711221:P-712222,1,1,1,T-711221:P-712222,-,1,ybfF,0,ybfF,4.6,2.6,100,44
424,P-712075:T-714440,1,1,1,P-712075:T-714440,+,2,seqA-pgm,0,seqA-pgm,9.2,8,100,100
425,,,,,T-720260:S-723632,-,1,,,kdpE,3.6,3.5,82.8,54.1
426,,,,,T-720260:I-723961,-,2,,,kdpD-kdpE,3.7,3.7,84.1,57.3
427,T-720260:P-728060,3,1,3,T-720260:P-728060,-,6,kdpDE:kdpFABC,1,kdpF-kdpA-kdpB-kdpC-kdpD-kdpE,2.9,1.8,76.5,27.2
428,P-728296:T-728592,1,1,1,P-728296:T-728592,+,1,ybfA,0,ybfA,7.1,8.2,100,99.7
429,P-732683:T-732974,1,1,1,P-732683:T-732974,+,1,rhsC-ybfB,0,rhsC,2.9,7,75.3,100
430,P-738204:T-740641,1,1,1,P-738204:T-740641,+,2,ybgA-phr,0,ybgA-phr,3.4,3.2,78.9,56.8
431,T-740286:P-741891,1,1,1,T-740286:P-741891,-,1,dtpD,0,dtpD,4.7,1,97.2,18.6
432,P-741938:T-746185,1,1,1,P-741938:T-746185,+,5,ybgIJKL-nei,0,ybgI-ybgJ-ybgK-ybgL-nei,7.3,5.7,98.8,75.4
433,T-752210:P-754018,1,1,1,T-752210:P-754018,-,1,gltA,0,gltA,9.8,8.8,100,91.4
434,,,,,P-754179:T-757645,+,4,,,sdhC-sdhD-sdhA-sdhB,11,7.2,100,98.3
435,P-754179:T-764512,2,2,3,P-754179:T-764512,+,8,sdhCDAB-sucABCD,0,sdhC-sdhD-sdhA-sdhB-sucA-sucB-sucC-sucD,11,7.1,100,94.9
436,,,,,S-757822:T-764512,+,4,,,sucA-sucB-sucC-sucD,11.2,7.2,100,95.7
437,T-764321:P-765121,1,1,1,T-764321:P-765121,-,1,mngR,0,mngR,4.4,1.8,95.9,31.2
438,P-770394:T-773850,2,1,2,P-770394:T-773850,+,4,cydAB:ybgE:ybgT,2,cydA-cydB-ybgT-ybgE,8.7,10,99.9,99.6
439,,,,,S-770593:T-773850,+,4,,,cydA-cydB-ybgT-ybgE,8.9,10.1,100,99.6
440,,,,,P-773935:T-779628,+,7,,,ybgC-tolQ-tolR-tolA-tolB-pal-ybgF,9.5,6.6,99.9,86.8
441,P-773935:T-781036,3,2,5,P-773935:T-781036,+,14,valZ-lysY:tolB-pal-ybgF:lysT-valT-lysW:lysQ:lysZ:ybgC-tolQRA,5,ybgC-tolQ-tolR-tolA-tolB-pal-ybgF-lysT-valT-lysW-valZ-lysY-lysZ-lysQ,9.5,6.3,99.9,84.1
442,,,,,S-776935:T-779628,+,3,,,tolB-pal-ybgF,11,8.8,100,99.3
443,,,,,S-776935:T-781036,+,10,,,tolB-pal-ybgF-lysT-valT-lysW-valZ-lysY-lysZ-lysQ,10.5,7.5,100,90.4
444,,,,,S-779735:T-781036,+,7,,,lysT-valT-lysW-valZ-lysY-lysZ-lysQ,9.6,4.9,100,71.4
445,P-781227:T-783444,2,1,2,P-781227:T-783444,+,2,nadA-pnuC,0,nadA-pnuC,8.4,6.9,99.4,95
446,,,,,I-781831:T-783444,+,1,,,pnuC,8.4,7.2,99.1,94.8
447,T-783090:P-784684,1,2,2,T-783090:P-784684,-,2,zitB:ybgS,1,ybgS-zitB,3.3,6.8,82.6,92
448,,,,,T-784116:P-784684,-,1,,,ybgS,4.3,8.9,88.2,100
449,,,,,P-784816:T-785922,+,1,,,aroG,10.2,5.9,100,91.1
450,P-784816:T-786028,1,2,2,P-784816:T-786028,+,1,aroG,0,aroG,9.9,5.5,100,85.8
451,,,,,T-785942:S-786892,-,1,,,gpmA,10,10.5,100,91.1
452,T-785942:P-791308,2,2,4,T-785942:P-791308,-,5,galETKM:gpmA,1,galE-galT-galK-galM-gpmA,7.5,8.2,100,96
453,,,,,T-786024:S-786892,-,1,,,gpmA,10.8,11.5,100,99.7
454,,,,,T-786024:P-791308,-,5,,,galE-galT-galK-galM-gpmA,7.6,8.3,100,97.4
455,,,,,T-791376:S-793036,-,1,,,modF,6.6,2.9,100,51.7
456,T-791376:P-793872,2,1,2,T-791376:P-793872,-,2,modEF,0,modE-modF,6.1,3.2,100,55.7
457,,,,,P-793804:T-794151,+,1,,,ybhT,6.9,7.3,99.4,100
458,P-793804:T-796844,2,2,3,P-793804:T-796844,+,4,modABC,0,ybhT-modA-modB-modC,6,4.1,97.8,68.6
459,,,,,S-794286:T-796844,+,3,,,modA-modB-modC,6.1,3.9,98.5,67.9
460,T-796719:P-797680,1,1,1,T-796719:P-797680,-,1,ybhA,0,ybhA,5.7,2.3,100,44.6
461,P-797507:T-799082,2,1,2,P-797507:T-799082,+,1,pgl,0,pgl,6.3,8,96.3,88.6
462,,,,,S-797779:T-799082,+,1,,,pgl,6.5,9.2,95.6,100
463,T-805152:P-806546,1,1,1,T-805152:P-806546,-,1,ybhC,0,ybhC,8.4,1.7,100,28.8
464,,,,,T-806633:S-807151,-,1,,,ybhB,6,8.5,99.2,100
465,T-806633:P-808512,2,1,2,T-806633:P-808512,-,2,ybhB:bioA,1,bioA-ybhB,5.6,2.3,99.5,27.7
466,P-808525:T-815087,1,1,1,P-808525:T-815087,+,5,uvrB:bioBFCD,1,bioB-bioF-bioC-bioD-uvrB,7.2,3,99.1,41.8
467,T-814884:P-815893,1,1,1,T-814884:P-815893,-,1,ybhK,0,ybhK,5.5,3.5,99.7,59.7
468,,,,,P-816138:T-819013,+,5,,,moaA-moaB-moaC-moaD-moaE,8.3,7.7,100,99.8
469,P-816138:T-819078,1,2,2,P-816138:T-819078,+,5,moaABCDE,0,moaA-moaB-moaC-moaD-moaE,8.2,7.6,100,97.6
470,P-819082:T-819853,2,1,2,P-819082:T-819853,+,1,ybhL,0,ybhL,6.6,10.2,96.4,100
471,,,,,S-819097:T-819853,+,1,,,ybhL,6.7,10.3,96.3,100
472,P-819905:T-820738,1,1,1,P-819905:T-820738,+,1,ybhM,0,ybhM,1.6,5.9,35.6,95.2
473,T-820651:P-823746,1,1,1,T-820651:P-823746,-,3,ybhPON,0,ybhP-ybhO-ybhN,3.6,6.4,85,89.9
474,AS-820773:T-821074,1,1,1,AS-820773:T-821074,+,,,,,1.8,3,42.4,59.6
475,P-823825:T-824495,1,1,1,P-823825:T-824495,+,1,ybhQ,0,ybhQ,5.1,8.6,94.8,97.8
476,T-824190:P-829893,1,1,1,T-824190:P-829893,-,5,ybiH-ybhGFSR,0,ybiH-ybhG-ybhF-ybhS-ybhR,3.8,3.7,90.7,58
477,P-830007:T-831514,1,1,1,P-830007:T-831514,+,1,rhlE,0,rhlE,4.6,0.1,86.4,1.4
478,T-831608:P-831852,1,1,1,T-831608:P-831852,-,,,,,2.3,4.1,100,70.2
479,P-832279:T-835449,1,1,1,P-832279:T-835449,+,2,ybiB:dinG,1,dinG-ybiB,4.7,3.1,91.1,38.2
480,P-835542:T-836826,1,1,1,P-835542:T-836826,+,1,ybiC,0,ybiC,9.2,7.5,100,97.7
481,T-836686:P-837775,1,1,1,T-836686:P-837775,-,2,ybiI:ybiJ,1,ybiI-ybiJ,2.1,6.8,59.8,91
482,T-840987:P-841310,1,1,1,T-840987:P-841310,-,1,mcbA,0,mcbA,0.7,7.3,31.2,98.5
483,P-841536:T-842585,1,1,1,P-841536:T-842585,+,1,rlmF,0,rlmF,4.6,,94.3,
484,T-844792:P-847420,1,1,1,T-844792:P-847420,-,3,glnHPQ,0,glnH-glnP-glnQ,8.5,9.2,99.3,99.1
485,T-847564:P-848173,1,1,1,T-847564:P-848173,-,1,dps,0,dps,9.1,15.3,99.3,100
486,P-849352:T-850208,3,1,3,P-849352:T-850208,+,1,ompX,0,ompX,8.8,10.2,91.1,100
